13.479989 	 -0.737565,0.000000,1.651305 	 1.299134, 0.000000, 0.707055
13.519989 	 -0.741138,0.000000,1.627607 	 1.304262, 0.000000, 0.738667
13.559989 	 -0.744711,0.000000,1.603589 	 1.309391, 0.000000, 0.769958
13.599989 	 -0.748284,0.000000,1.579251 	 1.314519, 0.000000, 0.800929
13.639989 	 -0.751857,0.000000,1.554593 	 1.319647, 0.000000, 0.831581
13.679989 	 -0.755430,0.000000,1.529615 	 1.324775, 0.000000, 0.861912
13.719989 	 -0.759003,0.000000,1.504317 	 1.329904, 0.000000, 0.891923
13.759989 	 -0.762576,0.000000,1.478699 	 1.335032, 0.000000, 0.921615
13.799989 	 -0.766149,0.000000,1.452761 	 1.340160, 0.000000, 0.950986
13.839989 	 -0.769722,0.000000,1.426503 	 1.345288, 0.000000, 0.980038
13.879989 	 -0.773295,0.000000,1.399925 	 1.350417, 0.000000, 1.008769
13.919989 	 -0.776868,0.000000,1.373027 	 1.355545, 0.000000, 1.037180
13.959989 	 -0.780441,0.000000,1.345809 	 1.360673, 0.000000, 1.065272
13.999989 	 -0.784014,0.000000,1.318271 	 1.365801, 0.000000, 1.093043
14.039989 	 -0.787587,0.000000,1.290413 	 1.370930, 0.000000, 1.120495
14.079988 	 -0.791160,0.000000,1.262235 	 1.376058, 0.000000, 1.147626
14.119988 	 -0.794733,0.000000,1.233737 	 1.381186, 0.000000, 1.174437
14.159988 	 -0.798306,0.000000,1.204920 	 1.386315, 0.000000, 1.200929
14.199988 	 -0.801879,0.000000,1.175782 	 1.391443, 0.000000, 1.227100
14.239988 	 -0.805452,0.000000,1.146324 	 1.396571, 0.000000, 1.252951
14.279988 	 -0.809025,0.000000,1.116546 	 1.401699, 0.000000, 1.278483
14.319988 	 -0.812598,0.000000,1.086448 	 1.406828, 0.000000, 1.303694
14.359988 	 -0.816171,0.000000,1.056030 	 1.411956, 0.000000, 1.328586
14.399988 	 -0.819744,0.000000,1.025292 	 1.417084, 0.000000, 1.353157
14.439988 	 -0.823317,0.000000,0.994234 	 1.422212, 0.000000, 1.377408
14.479988 	 -0.826890,0.000000,0.962856 	 1.427341, 0.000000, 1.401340
14.519988 	 -0.830463,0.000000,0.931158 	 1.432469, 0.000000, 1.424951
14.559988 	 -0.834036,0.000000,0.899140 	 1.437597, 0.000000, 1.448242
14.599988 	 -0.837609,0.000000,0.866802 	 1.442725, 0.000000, 1.471214
14.639988 	 -0.841182,0.000000,0.834144 	 1.447854, 0.000000, 1.493865
14.679988 	 -0.844755,0.000000,0.801166 	 1.452982, 0.000000, 1.516196
14.719988 	 -0.848328,0.000000,0.767868 	 1.458110, 0.000000, 1.538208
14.759988 	 -0.851901,0.000000,0.734250 	 1.463238, 0.000000, 1.559899
14.799988 	 -0.855474,0.000000,0.700312 	 1.468367, 0.000000, 1.581271
14.839988 	 -0.859047,0.000000,0.666054 	 1.473495, 0.000000, 1.602322
14.879988 	 -0.862620,0.000000,0.631476 	 1.478623, 0.000000, 1.623053
14.919988 	 -0.866193,0.000000,0.596578 	 1.483752, 0.000000, 1.643465
14.959988 	 -0.869766,0.000000,0.561360 	 1.488880, 0.000000, 1.663556
14.999988 	 -0.873339,0.000000,0.525822 	 1.494008, 0.000000, 1.683327
15.039988 	 -0.876912,0.000000,0.489964 	 1.499136, 0.000000, 1.702779
15.079988 	 -0.880485,0.000000,0.522094 	 1.504265, 0.000000, 1.721910
15.119987 	 -0.884058,0.000000,0.553903 	 1.509393, 0.000000, 1.740722
15.159987 	 -0.887631,0.000000,0.585392 	 1.514521, 0.000000, 1.759213
15.199987 	 -0.891204,0.000000,0.616561 	 1.519649, 0.000000, 1.777384
15.239987 	 -0.894777,0.000000,0.647410 	 1.524778, 0.000000, 1.795236
15.279987 	 -0.898350,0.000000,0.677939 	 1.529906, 0.000000, 1.812767
15.319987 	 -0.901923,0.000000,0.708148 	 1.535034, 0.000000, 1.829978
15.359987 	 -0.905495,0.000000,0.738037 	 1.540162, 0.000000, 1.846870
15.399987 	 -0.909068,0.000000,0.767606 	 1.545291, 0.000000, 1.863441
15.439987 	 -0.912641,0.000000,0.796856 	 1.550419, 0.000000, 1.879692
15.479987 	 -0.916214,0.000000,0.825785 	 1.555547, 0.000000, 1.895624
15.519987 	 -0.919787,0.000000,0.854394 	 1.560676, 0.000000, 1.911235
15.559987 	 -0.923360,0.000000,0.882683 	 1.565804, 0.000000, 1.926527
15.599987 	 -0.926933,0.000000,0.910652 	 1.570932, 0.000000, 1.941498
15.639987 	 -0.930506,0.000000,0.938301 	 1.576060, 0.000000, 1.956149
15.679987 	 -0.934079,0.000000,0.965630 	 1.581189, 0.000000, 1.970481
15.719987 	 -0.937651,0.000000,0.992639 	 1.586317, 0.000000, 1.984492
15.759987 	 -0.941224,0.000000,1.019328 	 1.591445, 0.000000, 1.998183
15.799987 	 -0.944797,0.000000,1.045697 	 1.596573, 0.000000, 2.011555
15.839987 	 -0.948370,0.000000,1.071746 	 1.601702, 0.000000, 2.024606
15.879987 	 -0.951943,0.000000,1.097476 	 1.606830, 0.000000, 2.037338
15.919987 	 -0.955516,0.000000,1.122885 	 1.611958, 0.000000, 2.049749
15.959987 	 -0.959089,0.000000,1.147974 	 1.617086, 0.000000, 2.061840
15.999987 	 -0.962662,0.000000,1.172743 	 1.622215, 0.000000, 2.073612
